index,image_dir,conv_a,conv_b,conv_c,conv_d,conv_e,conv_f,conv_g,conv_h,is_fridge_corner
899,./corner_detector_dataset/images/javier_1664326692_4057941.jpg,-8159.0,-8665.0,-8869.0,-9233.0,639.0,-639.0,435.0,-435.0,0.0
1545,./corner_detector_dataset/images/javier_1664326724_8125381.jpg,-1677.0,-2453.0,-1773.0,-2339.0,-9.0,9.0,671.0,-671.0,0.0
1247,./corner_detector_dataset/images/alex_1664325635_3886683.jpg,-5900.0,-9244.0,-5044.0,-6760.0,-1670.0,1670.0,2530.0,-2530.0,0.0
1575,./corner_detector_dataset/images/josea_1664325685_931472.jpg,-8292.0,-9000.0,-9118.0,-9810.0,818.0,-818.0,700.0,-700.0,0.0
108,./corner_detector_dataset/images/josea_1664325045_3447716.jpg,-3193.0,-2683.0,-3113.0,-25.0,-1369.0,1369.0,-1799.0,1799.0,1.0
1708,./corner_detector_dataset/images/josea_1664325569_1801674.jpg,-1370.0,-1302.0,-1304.0,-1308.0,-30.0,30.0,-32.0,32.0,0.0
1826,./corner_detector_dataset/images/josea_1664327164_482197.jpg,-5655.0,-4895.0,-5111.0,-4957.0,-241.0,241.0,-457.0,457.0,0.0
525,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_6860762.jpg,-4759.0,-3029.0,-4615.0,-4431.0,629.0,-629.0,-957.0,957.0,1.0
1407,./corner_detector_dataset/images/alex_1664325689_6437547.jpg,-7978.0,-7306.0,-8228.0,-7592.0,268.0,-268.0,-654.0,654.0,0.0
1993,./corner_detector_dataset/images/javier_1664326645_745054.jpg,-6567.0,-6917.0,-8703.0,-9047.0,2133.0,-2133.0,347.0,-347.0,0.0
572,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_754917.jpg,-2573.0,-5079.0,-2229.0,-4881.0,-271.0,271.0,2579.0,-2579.0,1.0
1323,./corner_detector_dataset/images/javier_1664326597_9538531.jpg,-8783.0,-9253.0,-9393.0,-9845.0,601.0,-601.0,461.0,-461.0,0.0
1453,./corner_detector_dataset/images/alex_1664325530_1782901.jpg,-2579.0,-2351.0,-2675.0,-2397.0,71.0,-71.0,-253.0,253.0,0.0
2015,./corner_detector_dataset/images/alex_1664325505_859321.jpg,-3072.0,-3152.0,-3100.0,-3208.0,42.0,-42.0,94.0,-94.0,0.0
671,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_8536284.jpg,-1218.0,-1278.0,-206.0,-1258.0,-516.0,516.0,556.0,-556.0,1.0
177,./corner_detector_dataset/images/josea_1664326438_1459637.jpg,-3663.0,-4305.0,-1697.0,-3385.0,-1443.0,1443.0,1165.0,-1165.0,1.0
623,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_806752.jpg,-1918.0,-2940.0,-2858.0,-3444.0,722.0,-722.0,804.0,-804.0,1.0
2093,./corner_detector_dataset/images/alex_1664325571_5534332.jpg,-5553.0,-6741.0,-5637.0,-6907.0,125.0,-125.0,1229.0,-1229.0,0.0
1995,./corner_detector_dataset/images/javier_1664326507_8708832.jpg,-7462.0,-8120.0,-7840.0,-9210.0,734.0,-734.0,1014.0,-1014.0,0.0
685,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_8655946.jpg,-4057.0,-8585.0,-3869.0,-8203.0,-285.0,285.0,4431.0,-4431.0,1.0
439,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_5983112.jpg,-5410.0,-3370.0,-5242.0,-5046.0,754.0,-754.0,-1118.0,1118.0,1.0
1904,./corner_detector_dataset/images/josea_1664326284_3816686.jpg,-5131.0,-5669.0,-4925.0,-5465.0,-205.0,205.0,539.0,-539.0,0.0
1145,./corner_detector_dataset/images/josea_1664327163_5519228.jpg,-4686.0,-5216.0,-4852.0,-5410.0,180.0,-180.0,544.0,-544.0,0.0
1020,./corner_detector_dataset/images/javier_1664326713_031431.jpg,-8175.0,-8911.0,-8513.0,-9203.0,315.0,-315.0,713.0,-713.0,0.0
1739,./corner_detector_dataset/images/javier_1664326618_2692244.jpg,-3377.0,-2683.0,-3317.0,-2645.0,-49.0,49.0,-683.0,683.0,0.0
1248,./corner_detector_dataset/images/javier_1664326506_6560447.jpg,-8557.0,-8977.0,-8825.0,-9435.0,363.0,-363.0,515.0,-515.0,0.0
1450,./corner_detector_dataset/images/javier_1664326553_4175029.jpg,-7251.0,-7031.0,-7679.0,-7401.0,399.0,-399.0,-249.0,249.0,0.0
40,./corner_detector_dataset/images/alex_1664325682_6729004.jpg,-7843.0,-6515.0,-7137.0,-6991.0,-115.0,115.0,-737.0,737.0,1.0
771,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_9547882.jpg,-4370.0,-2390.0,-4224.0,-3952.0,708.0,-708.0,-1126.0,1126.0,1.0
1051,./corner_detector_dataset/images/javier_1664326580_3333042.jpg,-1251.0,-1175.0,-1215.0,-1117.0,-47.0,47.0,-87.0,87.0,0.0
596,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_779826.jpg,-1916.0,-118.0,-1950.0,-1044.0,480.0,-480.0,-1352.0,1352.0,1.0
807,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_9916656.jpg,-3549.0,-2789.0,-3467.0,-1093.0,-889.0,889.0,-1567.0,1567.0,1.0
1568,./corner_detector_dataset/images/josea_1664325655_4192903.jpg,-2479.0,-3077.0,-3799.0,-3551.0,897.0,-897.0,175.0,-175.0,0.0
925,./corner_detector_dataset/images/javier_1664326508_6340783.jpg,-2114.0,-1940.0,-2122.0,-2256.0,162.0,-162.0,-20.0,20.0,0.0
719,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_9024959.jpg,-1887.0,-4035.0,-1811.0,-3861.0,-125.0,125.0,2099.0,-2099.0,1.0
1868,./corner_detector_dataset/images/javier_1664326599_2582362.jpg,-3791.0,-2983.0,-4089.0,-3455.0,385.0,-385.0,-721.0,721.0,0.0
613,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_7948182.jpg,-3567.0,-7567.0,-3413.0,-7267.0,-227.0,227.0,3927.0,-3927.0,1.0
8,./corner_detector_dataset/images/alex_1664325499_7197325.jpg,-2893.0,-6603.0,-2523.0,-6643.0,-165.0,165.0,3915.0,-3915.0,1.0
700,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_8815527.jpg,-6331.0,-3949.0,-6103.0,-5859.0,841.0,-841.0,-1313.0,1313.0,1.0
351,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_51421.jpg,-3459.0,-4759.0,-4811.0,-5589.0,1091.0,-1091.0,1039.0,-1039.0,1.0
48,./corner_detector_dataset/images/alex_1664325726_5798728.jpg,-3317.0,-7009.0,-2945.0,-7083.0,-149.0,149.0,3915.0,-3915.0,1.0
1884,./corner_detector_dataset/images/javier_1664326615_688763.jpg,-2988.0,-3242.0,-3112.0,-3394.0,138.0,-138.0,268.0,-268.0,0.0
236,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_3666055.jpg,-1337.0,-3071.0,-1161.0,-3093.0,-77.0,77.0,1833.0,-1833.0,1.0
804,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_987676.jpg,-5925.0,-5945.0,-3655.0,-2605.0,-2805.0,2805.0,-515.0,515.0,1.0
1009,./corner_detector_dataset/images/alex_1664325703_4523413.jpg,-4787.0,-5505.0,-3719.0,-4867.0,-853.0,853.0,933.0,-933.0,0.0
1944,./corner_detector_dataset/images/javier_1664326756_9900255.jpg,-4102.0,-4276.0,-4234.0,-4300.0,78.0,-78.0,120.0,-120.0,0.0
186,./corner_detector_dataset/images/josea_1664326562_9066184.jpg,-6529.0,-3591.0,-6313.0,-5905.0,1049.0,-1049.0,-1673.0,1673.0,1.0
1956,./corner_detector_dataset/images/josea_1664327254_560158.jpg,-5737.0,-6481.0,-3065.0,-5979.0,-1587.0,1587.0,1829.0,-1829.0,0.0
134,./corner_detector_dataset/images/josea_1664325435_326432.jpg,-8555.0,-6715.0,-8201.0,-6039.0,-515.0,515.0,-2001.0,2001.0,1.0
1335,./corner_detector_dataset/images/josea_1664326567_8984556.jpg,-5033.0,-5353.0,-5045.0,-5467.0,63.0,-63.0,371.0,-371.0,0.0
1298,./corner_detector_dataset/images/alex_1664325739_565417.jpg,-1764.0,-4002.0,-242.0,-3180.0,-1172.0,1172.0,2588.0,-2588.0,0.0
1005,./corner_detector_dataset/images/alex_1664325635_3282053.jpg,-3400.0,-2538.0,-3034.0,-4284.0,690.0,-690.0,194.0,-194.0,0.0
126,./corner_detector_dataset/images/josea_1664325365_8172128.jpg,-4512.0,-6898.0,-6712.0,-8078.0,1690.0,-1690.0,1876.0,-1876.0,1.0
1010,./corner_detector_dataset/images/josea_1664325616_2484374.jpg,-8719.0,-8507.0,-8823.0,-9033.0,315.0,-315.0,-1.0,1.0,0.0
1831,./corner_detector_dataset/images/josea_1664326491_804818.jpg,-3769.0,-3163.0,-3817.0,-3321.0,103.0,-103.0,-551.0,551.0,0.0
1480,./corner_detector_dataset/images/josea_1664326039_5657718.jpg,-4882.0,-3776.0,-4122.0,-3668.0,-434.0,434.0,-780.0,780.0,0.0
634,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_8157294.jpg,-3416.0,-216.0,-3472.0,-1844.0,842.0,-842.0,-2414.0,2414.0,1.0
201,./corner_detector_dataset/images/josea_1664327176_9195266.jpg,-1486.0,-2820.0,-2924.0,-2954.0,786.0,-786.0,682.0,-682.0,1.0
1683,./corner_detector_dataset/images/alex_1664325600_3488204.jpg,-8152.0,-8208.0,-7514.0,-8114.0,-366.0,366.0,328.0,-328.0,0.0
119,./corner_detector_dataset/images/josea_1664325236_6553013.jpg,-3128.0,-2646.0,-3070.0,-32.0,-1336.0,1336.0,-1760.0,1760.0,1.0
1328,./corner_detector_dataset/images/josea_1664326482_52307.jpg,-2874.0,-2494.0,-3118.0,-2826.0,288.0,-288.0,-336.0,336.0,0.0
825,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464873_0086198.jpg,-3881.0,-4461.0,-2207.0,-3809.0,-1163.0,1163.0,1091.0,-1091.0,1.0
1704,./corner_detector_dataset/images/josea_1664325108_9479117.jpg,-991.0,-1715.0,-1055.0,-1221.0,-215.0,215.0,445.0,-445.0,0.0
400,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_560411.jpg,-2274.0,-5550.0,-1728.0,-6276.0,90.0,-90.0,3912.0,-3912.0,1.0
537,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_6990392.jpg,-1928.0,-1622.0,-1880.0,14.0,-842.0,842.0,-1100.0,1100.0,1.0
1146,./corner_detector_dataset/images/javier_1664326598_7397828.jpg,-3508.0,-3640.0,-3716.0,-3852.0,210.0,-210.0,134.0,-134.0,0.0
1464,./corner_detector_dataset/images/josea_1664327291_3720763.jpg,-3561.0,-2905.0,-3159.0,-2345.0,-481.0,481.0,-735.0,735.0,0.0
563,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_7449188.jpg,-2205.0,-125.0,-2253.0,-1191.0,557.0,-557.0,-1571.0,1571.0,1.0
577,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_7579088.jpg,-7522.0,-5448.0,-7518.0,-5996.0,272.0,-272.0,-1798.0,1798.0,1.0
468,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_6282308.jpg,-4561.0,-3923.0,-4587.0,-2175.0,-861.0,861.0,-1525.0,1525.0,1.0
1892,./corner_detector_dataset/images/josea_1664325406_2547238.jpg,-3305.0,-2649.0,-3523.0,-2853.0,211.0,-211.0,-663.0,663.0,0.0
421,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_5804055.jpg,-5191.0,-3243.0,-5049.0,-4839.0,727.0,-727.0,-1079.0,1079.0,1.0
270,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_4304373.jpg,-5336.0,-4356.0,-5930.0,-4590.0,414.0,-414.0,-1160.0,1160.0,1.0
140,./corner_detector_dataset/images/josea_1664325558_9513128.jpg,-4139.0,-289.0,-4225.0,-2257.0,1027.0,-1027.0,-2909.0,2909.0,1.0
1243,./corner_detector_dataset/images/javier_1664326475_3852954.jpg,-6041.0,-4135.0,-5963.0,-3027.0,-593.0,593.0,-2421.0,2421.0,0.0
625,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_806752.jpg,-3659.0,-5609.0,-5451.0,-6575.0,1379.0,-1379.0,1537.0,-1537.0,1.0
508,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_668155.jpg,-7059.0,-3719.0,-6839.0,-4197.0,129.0,-129.0,-2991.0,2991.0,1.0
1289,./corner_detector_dataset/images/alex_1664325590_6438909.jpg,-6910.0,-7112.0,-7256.0,-7294.0,264.0,-264.0,120.0,-120.0,0.0
983,./corner_detector_dataset/images/josea_1664325403_4539068.jpg,-9066.0,-9622.0,-9904.0,-10452.0,834.0,-834.0,552.0,-552.0,0.0
1550,./corner_detector_dataset/images/alex_1664325683_6881077.jpg,-5864.0,-6076.0,-3676.0,-4008.0,-2128.0,2128.0,272.0,-272.0,0.0
854,./corner_detector_dataset/images/javier_1664326690_8591163.jpg,-4888.0,-4242.0,-5024.0,-3842.0,-132.0,132.0,-914.0,914.0,0.0
951,./corner_detector_dataset/images/javier_1664326500_8332193.jpg,-8734.0,-7776.0,-9008.0,-9310.0,904.0,-904.0,-328.0,328.0,0.0
1081,./corner_detector_dataset/images/josea_1664326009_943276.jpg,-1525.0,-491.0,-1351.0,-923.0,129.0,-129.0,-731.0,731.0,0.0
241,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_3765764.jpg,-3650.0,-2930.0,-3732.0,-2476.0,-186.0,186.0,-988.0,988.0,1.0
893,./corner_detector_dataset/images/javier_1664326632_7299914.jpg,-2824.0,-2566.0,-2970.0,-2756.0,168.0,-168.0,-236.0,236.0,0.0
223,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_349649.jpg,-8139.0,-5905.0,-8133.0,-6501.0,295.0,-295.0,-1933.0,1933.0,1.0
303,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_4683313.jpg,-2360.0,-4946.0,-2098.0,-4992.0,-108.0,108.0,2740.0,-2740.0,1.0
1943,./corner_detector_dataset/images/alex_1664325643_1219916.jpg,-3198.0,-3348.0,-3318.0,-3704.0,238.0,-238.0,268.0,-268.0,0.0
1858,./corner_detector_dataset/images/alex_1664325602_5273995.jpg,-3189.0,-4021.0,-3595.0,-3941.0,163.0,-163.0,589.0,-589.0,0.0
1225,./corner_detector_dataset/images/josea_1664324967_1701808.jpg,-2962.0,-3222.0,-3066.0,-3306.0,94.0,-94.0,250.0,-250.0,0.0
536,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_6990392.jpg,-1443.0,-1209.0,-1407.0,17.0,-631.0,631.0,-829.0,829.0,1.0
702,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_8845453.jpg,-649.0,-2291.0,-1715.0,-2295.0,535.0,-535.0,1111.0,-1111.0,1.0
1272,./corner_detector_dataset/images/javier_1664326714_8813417.jpg,-6728.0,-6402.0,-6756.0,-6694.0,160.0,-160.0,-194.0,194.0,0.0
730,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_9104757.jpg,-5689.0,-5297.0,-5325.0,-2807.0,-1427.0,1427.0,-1455.0,1455.0,1.0
370,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_5311627.jpg,-7548.0,-6960.0,-5460.0,-5812.0,-1618.0,1618.0,-118.0,118.0,1.0
1304,./corner_detector_dataset/images/josea_1664326202_3588538.jpg,-9670.0,-10220.0,-10570.0,-11120.0,900.0,-900.0,550.0,-550.0,0.0
1421,./corner_detector_dataset/images/javier_1664326491_1259422.jpg,-7184.0,-8692.0,-7972.0,-9192.0,644.0,-644.0,1364.0,-1364.0,0.0
1778,./corner_detector_dataset/images/alex_1664325657_1213257.jpg,-998.0,-3446.0,-2596.0,-3456.0,804.0,-804.0,1654.0,-1654.0,0.0
1032,./corner_detector_dataset/images/alex_1664325698_4190478.jpg,-4421.0,-4237.0,-5619.0,-6181.0,1571.0,-1571.0,189.0,-189.0,0.0
375,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_5371468.jpg,-4074.0,-3890.0,-4532.0,-3968.0,268.0,-268.0,-374.0,374.0,1.0
650,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_833679.jpg,-4589.0,-3589.0,-4393.0,-3211.0,-287.0,287.0,-1091.0,1091.0,1.0
1691,./corner_detector_dataset/images/alex_1664325526_0242167.jpg,-3382.0,-2862.0,-3226.0,-2494.0,-262.0,262.0,-626.0,626.0,0.0
902,./corner_detector_dataset/images/alex_1664325635_0254989.jpg,-3515.0,-3131.0,-3575.0,-3193.0,61.0,-61.0,-383.0,383.0,0.0
1209,./corner_detector_dataset/images/alex_1664325666_0822048.jpg,-2832.0,-2166.0,-2822.0,-2232.0,28.0,-28.0,-628.0,628.0,0.0
513,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_67414.jpg,-3294.0,-4956.0,-3558.0,-4548.0,-72.0,72.0,1326.0,-1326.0,1.0
2031,./corner_detector_dataset/images/javier_1664326743_7632353.jpg,-7324.0,-7850.0,-7758.0,-8248.0,416.0,-416.0,508.0,-508.0,0.0
1816,./corner_detector_dataset/images/alex_1664325685_1582937.jpg,-9827.0,-7127.0,-10267.0,-7813.0,563.0,-563.0,-2577.0,2577.0,0.0
1347,./corner_detector_dataset/images/josea_1664325733_291288.jpg,-2073.0,-2305.0,-2091.0,-2333.0,23.0,-23.0,237.0,-237.0,0.0
301,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_4643426.jpg,-6712.0,-4382.0,-6570.0,-6296.0,886.0,-886.0,-1302.0,1302.0,1.0
1994,./corner_detector_dataset/images/alex_1664325699_0848875.jpg,-7729.0,-7075.0,-4975.0,-5091.0,-2369.0,2369.0,-269.0,269.0,0.0
304,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_4683313.jpg,-2993.0,-6263.0,-2669.0,-6305.0,-141.0,141.0,3453.0,-3453.0,1.0
636,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_8187206.jpg,-2027.0,-2123.0,-325.0,-2083.0,-871.0,871.0,927.0,-927.0,1.0
654,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_836705.jpg,-4402.0,-5368.0,-1352.0,-5330.0,-1544.0,1544.0,2472.0,-2472.0,1.0
1803,./corner_detector_dataset/images/josea_1664326100_1575186.jpg,-2482.0,-3626.0,-4796.0,-5384.0,2036.0,-2036.0,866.0,-866.0,0.0
1071,./corner_detector_dataset/images/alex_1664325719_2958858.jpg,-1987.0,-1729.0,-1795.0,-1495.0,-213.0,213.0,-279.0,279.0,0.0
918,./corner_detector_dataset/images/josea_1664326155_9105747.jpg,-8841.0,-9257.0,-8101.0,-8527.0,-735.0,735.0,421.0,-421.0,0.0
1770,./corner_detector_dataset/images/javier_1664326651_8748536.jpg,-6690.0,-8274.0,-7088.0,-8540.0,332.0,-332.0,1518.0,-1518.0,0.0
713,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_895513.jpg,-2332.0,-4634.0,-2038.0,-4436.0,-246.0,246.0,2350.0,-2350.0,1.0
1761,./corner_detector_dataset/images/javier_1664326616_6284177.jpg,-2435.0,-2683.0,-2513.0,-2723.0,59.0,-59.0,229.0,-229.0,0.0
231,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_3606482.jpg,-3349.0,-4837.0,-4903.0,-5681.0,1199.0,-1199.0,1133.0,-1133.0,1.0
331,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_494262.jpg,-5550.0,-5178.0,-5204.0,-2748.0,-1388.0,1388.0,-1414.0,1414.0,1.0
137,./corner_detector_dataset/images/josea_1664325507_572374.jpg,-4493.0,-6871.0,-6679.0,-8047.0,1681.0,-1681.0,1873.0,-1873.0,1.0
1710,./corner_detector_dataset/images/josea_1664326189_5362477.jpg,-5097.0,-4715.0,-5865.0,-5253.0,653.0,-653.0,-497.0,497.0,0.0
1552,./corner_detector_dataset/images/josea_1664325419_7275844.jpg,-2843.0,-2647.0,-2669.0,-2475.0,-173.0,173.0,-195.0,195.0,0.0
1012,./corner_detector_dataset/images/alex_1664325465_7684505.jpg,-9135.0,-9373.0,-9617.0,-9889.0,499.0,-499.0,255.0,-255.0,0.0
1374,./corner_detector_dataset/images/javier_1664326658_550484.jpg,-2321.0,-2077.0,-1403.0,-2029.0,-483.0,483.0,191.0,-191.0,0.0
1543,./corner_detector_dataset/images/alex_1664325514_3142471.jpg,-1754.0,-4130.0,-246.0,-3250.0,-1194.0,1194.0,2690.0,-2690.0,0.0
859,./corner_detector_dataset/images/josea_1664325644_4801068.jpg,-138.0,-1714.0,-1266.0,-1562.0,488.0,-488.0,936.0,-936.0,0.0
372,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_5341544.jpg,-4147.0,-7465.0,-4185.0,-4997.0,-1215.0,1215.0,2065.0,-2065.0,1.0
1291,./corner_detector_dataset/images/josea_1664325684_2005296.jpg,-4051.0,-4603.0,-4181.0,-4647.0,87.0,-87.0,509.0,-509.0,0.0
192,./corner_detector_dataset/images/josea_1664326969_995171.jpg,-9100.0,-5298.0,-8920.0,-6286.0,404.0,-404.0,-3218.0,3218.0,1.0
643,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_8237078.jpg,-4555.0,-8981.0,-3953.0,-8645.0,-469.0,469.0,4559.0,-4559.0,1.0
389,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_5521073.jpg,-3822.0,-2996.0,-3752.0,-3738.0,336.0,-336.0,-420.0,420.0,1.0
1642,./corner_detector_dataset/images/alex_1664325686_6152918.jpg,-7545.0,-8029.0,-7941.0,-8171.0,269.0,-269.0,357.0,-357.0,0.0
1682,./corner_detector_dataset/images/josea_1664325079_4559383.jpg,-2783.0,-2107.0,-3069.0,-2463.0,321.0,-321.0,-641.0,641.0,0.0
790,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_9727159.jpg,-8448.0,-4902.0,-8274.0,-5820.0,372.0,-372.0,-3000.0,3000.0,1.0
1380,./corner_detector_dataset/images/alex_1664325528_7534318.jpg,-3659.0,-7239.0,-4279.0,-7105.0,243.0,-243.0,3203.0,-3203.0,0.0
589,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_7698507.jpg,-5479.0,-5107.0,-5129.0,-2699.0,-1379.0,1379.0,-1401.0,1401.0,1.0
1224,./corner_detector_dataset/images/josea_1664324958_035249.jpg,-2040.0,-2264.0,-2064.0,-2272.0,16.0,-16.0,216.0,-216.0,0.0
891,./corner_detector_dataset/images/javier_1664326764_1021361.jpg,-3742.0,-3948.0,-4832.0,-5134.0,1138.0,-1138.0,254.0,-254.0,0.0
990,./corner_detector_dataset/images/alex_1664325628_0759635.jpg,-8487.0,-5963.0,-8545.0,-6987.0,541.0,-541.0,-2041.0,2041.0,0.0
1637,./corner_detector_dataset/images/josea_1664325548_2214007.jpg,-4049.0,-4109.0,-3599.0,-3681.0,-439.0,439.0,71.0,-71.0,0.0
737,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_9208536.jpg,-208.0,-1296.0,-1596.0,-1888.0,990.0,-990.0,690.0,-690.0,1.0
67,./corner_detector_dataset/images/javier_1664326558_8257015.jpg,-5283.0,-8161.0,-5693.0,-7181.0,-285.0,285.0,2183.0,-2183.0,1.0
628,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_8097618.jpg,-5535.0,-3447.0,-5365.0,-5167.0,775.0,-775.0,-1143.0,1143.0,1.0
1556,./corner_detector_dataset/images/javier_1664326755_5343337.jpg,-7562.0,-8150.0,-6660.0,-7184.0,-934.0,934.0,556.0,-556.0,0.0
808,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_9916656.jpg,-4875.0,-3845.0,-4761.0,-1517.0,-1221.0,1221.0,-2137.0,2137.0,1.0
1608,./corner_detector_dataset/images/alex_1664325677_9168322.jpg,-1966.0,-1854.0,524.0,-1608.0,-1368.0,1368.0,1010.0,-1010.0,0.0
534,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_6950495.jpg,-2176.0,-2254.0,-378.0,-2224.0,-914.0,914.0,962.0,-962.0,1.0
190,./corner_detector_dataset/images/josea_1664326954_0804708.jpg,-4381.0,-2753.0,-3699.0,-909.0,-1263.0,1263.0,-2209.0,2209.0,1.0
309,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_4733171.jpg,-1289.0,-3869.0,-2601.0,-5031.0,1237.0,-1237.0,2505.0,-2505.0,1.0
510,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_671116.jpg,-4359.0,-2617.0,-4699.0,-2543.0,133.0,-133.0,-1949.0,1949.0,1.0
641,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_8237078.jpg,-2985.0,-5895.0,-2591.0,-5667.0,-311.0,311.0,2993.0,-2993.0,1.0
1026,./corner_detector_dataset/images/alex_1664325561_7477221.jpg,-2754.0,-3420.0,-3004.0,-3834.0,332.0,-332.0,748.0,-748.0,0.0
1418,./corner_detector_dataset/images/alex_1664325483_6200109.jpg,-3064.0,-3526.0,-3388.0,-3986.0,392.0,-392.0,530.0,-530.0,0.0
